,LST_DATE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_AVG,P_DAILY_CALC
1,20140101,8.7,-1.8,2.9,0
2,20140102,4,-1.1,0.8,5.5
3,20140103,-0.7,-9.5,-6.4,0
4,20140104,1,-9.8,-4.5,0
5,20140105,5.6,-1.3,1.4,14.5
6,20140106,6.7,-14.5,-0.6,0.9
7,20140107,-7.9,-17.1,-12.6,0
8,20140108,0.8,-10.6,-4.9,0
9,20140109,4.4,-4.9,0,0
10,20140110,3.1,-1.7,0.3,16.4
11,20140111,12.3,1.8,7.2,20.8
12,20140112,10.9,3.9,7.5,0
13,20140113,12.8,2.2,8.2,0.6
14,20140114,9.3,5.5,7.2,3.7
15,20140115,12.2,-0.5,6.1,0.7
16,20140116,3.1,-3,0.1,0.5
17,20140117,8.1,-2,3,0
18,20140118,1.3,-5.2,-2.7,0
19,20140119,7.6,-4.6,1.6,0
20,20140120,14.1,0.5,6.6,0
21,20140121,2.2,-8.5,-2.8,5
22,20140122,-6.6,-13.9,-9.9,0
23,20140123,-3.8,-13.1,-8.8,0
24,20140124,-5.5,-15.5,-10.8,0
25,20140125,-0.4,-9.6,-5.1,0
26,20140126,4.7,-8,-1.9,0
27,20140127,12.4,-6.2,4.3,0
28,20140128,-6.2,-12.8,-9.8,0.9
29,20140129,-4.5,-14,-9.3,0.4
30,20140130,-0.8,-11.6,-5.9,0
31,20140131,10.9,-6,3.5,0
32,20140201,12.1,-0.7,5.6,0
33,20140202,18.1,8.6,13,0
34,20140203,10.6,-0.1,2.9,42
35,20140204,1,-1.8,-0.7,1.8
36,20140205,11.4,-1.7,1.7,4.3
37,20140206,3.4,-3.4,-0.6,0
38,20140207,4.9,-5,-0.1,0
39,20140208,0.2,-3.7,-2.1,0
40,20140209,4.1,-3,-0.5,0
41,20140210,2.5,-5.6,-2.1,0
42,20140211,-0.6,-9,-5.4,0
43,20140212,-5.8,-9.9,-7.7,8
44,20140213,0.9,-6.9,-2.3,-9999
45,20140214,10.8,-0.5,5.9,-9999
46,20140215,6.4,-3.8,0.3,6
47,20140216,4,-4.3,-0.5,0
48,20140217,0.8,-5.2,-2,0
49,20140218,13.3,-2.9,5.4,0
50,20140219,17,5.5,10.1,0.8
51,20140220,10.7,4.9,8,0
52,20140221,15.3,6.9,11,1.1
53,20140222,16.7,5.2,10.3,0
54,20140223,18.7,5.8,11.9,0
55,20140224,9.9,0.2,5,0
56,20140225,6.7,-1.8,0.7,0
57,20140226,5.2,-4.8,-0.4,0.3
58,20140227,6.7,-5.3,-1,0
59,20140228,-0.8,-12.6,-6.7,0
60,20140301,8.6,-7.5,0.8,0
61,20140302,16.9,2,8.9,4.9
62,20140303,2.1,-11.3,-6.4,25.9
63,20140304,-3.5,-11.5,-7.4,0
64,20140305,4.6,-7.7,-1.1,0
65,20140306,0.2,-5.8,-2.8,0
66,20140307,4.1,-4.4,-0.7,0.8
67,20140308,17.9,0,10.4,0
68,20140309,14.8,7.6,10.8,0
69,20140310,17.9,4,11.6,0
70,20140311,23.6,14,18.4,0
71,20140312,19.8,-0.5,12.8,0.7
72,20140313,3,-6.4,-1.6,0
73,20140314,14.6,-2.7,6.2,0
74,20140315,18.8,7.4,12.8,0
75,20140316,12.3,-3.4,3.1,17.8
76,20140317,-3.3,-5.6,-4.5,9.3
77,20140318,1.8,-4.5,-1.3,0.4
78,20140319,6,-0.9,2,3.7
79,20140320,15.3,4.6,9.4,0
80,20140321,19.4,6.4,11.6,0
81,20140322,21.3,5.8,13.7,0
82,20140323,12,-0.8,4.1,0.2
83,20140324,5.5,-5.4,-0.1,0
84,20140325,-0.7,-4.2,-2.9,12.7
85,20140326,2.1,-6.5,-2.2,0
86,20140327,10.3,-3.7,3.3,0
87,20140328,17.1,6.5,11.1,0.5
88,20140329,14.9,10.1,12.3,24.2
89,20140330,10.3,1.7,5.6,6.2
90,20140331,20.3,3.9,12,0
91,20140401,20.6,8.5,14.9,0
92,20140402,23.2,12.1,18.7,0
93,20140403,18.8,10.1,14.5,1.1
94,20140404,18.6,8.7,13.5,0
95,20140405,17,5,11.7,0
96,20140406,14.5,2.3,8.3,0
97,20140407,7.7,1.9,4.7,24.8
98,20140408,18,6.2,12.3,0
99,20140409,18.4,7.6,11.9,0
100,20140410,20.5,9.9,15.4,0
101,20140411,25.4,14.1,19.5,0
102,20140412,23.2,13.3,18.5,0
103,20140413,26.2,13,19.5,0
104,20140414,21.3,14.7,18.4,0
105,20140415,17.4,0.1,10.8,56.7
106,20140416,8.6,-2.8,2.7,0
107,20140417,12.9,0.2,6.2,0
108,20140418,13.4,1.7,6.8,0
109,20140419,16.5,6.1,11.5,0
110,20140420,17.6,7.4,12,0
111,20140421,20.9,4.2,13,0
112,20140422,23.8,14.5,18.9,0
113,20140423,17.4,7.5,12.3,0
114,20140424,17.4,4.3,11.2,0
115,20140425,15.8,8.3,11.3,17.4
116,20140426,23.9,9.2,17.1,0
117,20140427,21.4,9.3,15,0
118,20140428,14.6,8.6,10.2,9.4
119,20140429,9.4,7.2,7.9,40
120,20140430,16.9,8,11.1,47.1
121,20140501,23.5,14.1,18.7,0
122,20140502,19.5,10.1,15.1,0
123,20140503,21.5,10.3,16.1,0
124,20140504,25.4,13.8,19.1,0
125,20140505,16.1,7.8,11.4,1.7
126,20140506,22.1,9.4,15.4,0
127,20140507,23.2,14.1,18.3,0
128,20140508,29,14.7,22.8,0
129,20140509,28.4,15.9,23.2,1.6
130,20140510,22.3,17.3,19.9,1.8
131,20140511,25.6,15.5,20.7,0
132,20140512,27.9,18,23.4,4.9
133,20140513,30.4,18.7,24.7,0
134,20140514,20.5,16.4,17.4,0
135,20140515,23.4,16.5,18.3,83.5
136,20140516,20.1,11,15.4,33.9
137,20140517,18.1,7,13,0
138,20140518,17.3,8.1,12.8,0
139,20140519,19.4,9.5,15,0
140,20140520,22.9,14.4,18.9,0
141,20140521,26.6,19.1,22.8,0
142,20140522,28.7,17.2,22.7,0
143,20140523,25.3,15.1,19.6,0
144,20140524,22.6,11.6,17.4,0
145,20140525,24.7,15.2,20.2,0
146,20140526,27.6,18.7,23.5,0
147,20140527,28.4,21.3,24,0
148,20140528,29.4,18.2,23.1,8.1
149,20140529,20.9,13.7,15.1,7
150,20140530,17.1,14.4,15.4,0
151,20140531,23.5,14.9,18.9,0
152,20140601,22.2,12.6,17,0
153,20140602,24.9,13.8,19.5,0
154,20140603,26.6,18.1,23.2,0
155,20140604,28.5,18.2,23,10.4
156,20140605,24.9,17.3,21.7,0
157,20140606,25.3,15.6,20,0
158,20140607,26,16,21.1,0
159,20140608,25.5,17.5,21.8,0
160,20140609,28,18.9,23.3,0
161,20140610,29.8,20.1,23.7,0
162,20140611,28.1,18.3,21.7,27.6
163,20140612,25.9,17.7,20.3,2.5
164,20140613,26.4,16.6,20.6,18.1
165,20140614,25.5,15.6,20.2,0
166,20140615,25.1,13.2,20.1,0
167,20140616,30.4,20.7,25.6,0
168,20140617,31,20.8,26.7,0
169,20140618,32.5,24.5,28.5,0
170,20140619,30.6,19.8,25.4,0
171,20140620,26.5,18.6,21.8,3.8
172,20140621,25.7,17.2,20.1,16.1
173,20140622,23.4,16.3,19.2,0.7
174,20140623,-9999,-9999,-9999,0
175,20140624,27.1,16.9,21.8,0
176,20140625,28.5,19,23.9,0
177,20140626,28.6,20.1,23.6,0
178,20140627,28.8,19.3,23.7,0
179,20140628,26.9,18.9,21.9,0
180,20140629,26.1,18.7,22.3,0
181,20140630,28.4,18,23.9,0
182,20140701,31.4,20.7,26,0
183,20140702,32.8,20.6,26.8,13.5
184,20140703,28.1,19.8,23,6.6
185,20140704,25.4,16.4,21,0
186,20140705,24.7,14.1,20,0
187,20140706,28,18.6,23.5,0
188,20140707,29.9,20.8,26.3,0
189,20140708,31.2,20.4,26.5,2.8
190,20140709,28.2,20.9,24.1,0
191,20140710,26.1,19,22.6,0
192,20140711,28.3,17.9,22.7,0
193,20140712,29.2,20.3,24.8,0
194,20140713,30.5,20.9,25.5,0
195,20140714,32,21.3,26,0
196,20140715,29.2,20.9,24.4,0.8
197,20140716,26.6,18.4,21.5,0
198,20140717,26.1,16.3,21,0
199,20140718,26.6,16.7,21.7,0
200,20140719,26,16.9,20.5,0.2
201,20140720,24.3,15.2,20.5,0
202,20140721,26,19.5,22.3,0
203,20140722,28.7,20.7,24,0
204,20140723,33.2,22.6,26.5,0
205,20140724,23.5,17.8,20.3,31.8
206,20140725,26.1,16.6,21,0
207,20140726,29,19.7,24.4,0
208,20140727,26.7,19.2,23.1,1.4
209,20140728,26.4,17,22.9,0
210,20140729,23.3,13.9,18.3,0
211,20140730,25,14.7,19.6,0
212,20140731,27.7,18.4,22.8,0
213,20140801,22.1,16.2,19.3,4.4
214,20140802,21.3,15.5,18.7,0.2
215,20140803,26.6,18.2,22.1,0
216,20140804,28,17.2,22.7,0
217,20140805,29.4,18.5,23.5,0
218,20140806,28.2,18.2,22.3,0
219,20140807,27.5,18.7,22.4,0
220,20140808,25.7,18.5,21.7,0
221,20140809,23.8,17.5,20.4,0
222,20140810,26.5,16.9,21,0
223,20140811,21.3,17.8,19,2.6
224,20140812,24,18.3,20.8,29.1
225,20140813,26,16.1,20.7,0
226,20140814,25.8,15.7,20.7,0
227,20140815,25.3,15.2,20.4,0
228,20140816,26.2,14.7,21.1,0
229,20140817,26.1,20.9,23.3,0
230,20140818,23.4,20,22,0.2
231,20140819,26.5,19.6,22.1,0
232,20140820,28,19.4,22.8,19.3
233,20140821,28.2,19.1,23.6,0
234,20140822,25.8,20.5,22.7,0.2
235,20140823,22.8,17.8,20.2,35.9
236,20140824,22.9,17.2,19.3,1
237,20140825,24.4,14.8,19.3,0
238,20140826,26.2,16.2,20.9,0
239,20140827,28.3,18.8,23.7,0
240,20140828,29.4,19.6,24.6,0
241,20140829,24.9,15,20.3,0
242,20140830,27.2,18.9,22.4,0
243,20140831,30.3,21.2,25.3,0
244,20140901,30.5,21.3,26.5,6.8
245,20140902,31.9,24.4,27.7,0
246,20140903,27.7,20.4,23.7,1.6
247,20140904,27.9,20.9,23.6,14.1
248,20140905,29.6,19.9,24.8,0
249,20140906,30.3,22.1,25.8,0
250,20140907,23.5,17.1,20,0
251,20140908,19.7,15.4,17.2,0.7
252,20140909,21.7,15.5,18.1,0
253,20140910,24.7,18.2,20.7,0
254,20140911,29.6,18.6,23.4,0
255,20140912,23.3,16.5,19,0
256,20140913,21.7,14.8,17.2,2.6
257,20140914,17.9,11.5,14.8,0
258,20140915,22.4,12.1,17.1,0
259,20140916,25,15.8,20,0
260,20140917,21.9,13.1,17.3,0
261,20140918,20.9,15,17.9,0
262,20140919,19.4,14.9,16.8,0
263,20140920,25.1,15.4,19.4,0
264,20140921,28.8,15,22,0
265,20140922,22.9,12.4,17.5,0
266,20140923,17.9,8.4,13.2,0
267,20140924,15.5,10.6,13.4,18.7
268,20140925,20.1,14.2,16.1,1.7
269,20140926,23.2,14.3,17.9,0
270,20140927,23.9,13.6,18.7,0
271,20140928,23.8,15.8,19.5,0
272,20140929,19.8,16.2,17.9,1.5
273,20140930,19,15.8,16.9,0
274,20141001,21.8,15.8,17.8,9
275,20141002,22.6,15.3,18.2,0.8
276,20141003,20.5,15.2,17.3,10.5
277,20141004,18.4,8,14,0
278,20141005,15.4,6.8,10.9,0
279,20141006,20.6,6.2,13.9,0
280,20141007,19.2,11.9,14.6,28.6
281,20141008,22.7,14.3,17.9,0
282,20141009,21.8,13.6,17.8,0
283,20141010,19.2,11.6,13.5,2.4
284,20141011,12.5,10.5,11.5,2.3
285,20141012,11.4,9.4,10.6,2.8
286,20141013,16,10.6,13.5,2.2
287,20141014,21.9,15.6,19.1,4.5
288,20141015,20.1,13.3,16.2,48.9
289,20141016,17.1,11.1,14.1,0
290,20141017,20.5,11,16.1,0
291,20141018,18.9,8.3,15.4,0
292,20141019,15.9,7.2,11.2,0
293,20141020,17.9,5.6,12.1,0
294,20141021,18.6,9,14.1,0.7
295,20141022,14.6,8.3,10.4,1.4
296,20141023,17.4,7.9,11.9,0
297,20141024,19.3,8.7,13.5,0
298,20141025,21.1,9.8,15.6,0
299,20141026,21.2,11.6,16.3,0
300,20141027,21.8,11.1,16.8,0
301,20141028,26.6,13.4,20.8,0
302,20141029,20.8,9.4,16.3,0
303,20141030,13.8,6.5,9.9,0
304,20141031,11.9,5.5,8.2,0
305,20141101,8.3,4.3,6.1,0.5
306,20141102,9.1,1.9,4.9,0
307,20141103,16.8,3.3,10.9,0
308,20141104,20.8,14,17.4,0
309,20141105,19,12.3,16.2,0
310,20141106,18.9,8,12,3.4
311,20141107,13.6,0.9,7.8,0
312,20141108,9.7,0,5.3,0
313,20141109,14.2,7.2,10.3,0
314,20141110,16.7,6.2,10.9,0
315,20141111,20,6.4,13.8,0
316,20141112,19.9,4.9,14.7,0
317,20141113,5.3,1.3,3.5,0.4
318,20141114,3.8,-4.3,-0.5,0
319,20141115,5.1,-4.8,0,0
320,20141116,6.1,-1.2,2.8,0
321,20141117,8.6,0.1,4.2,16.1
322,20141118,0.5,-6.8,-4,0
323,20141119,1.3,-8,-3.2,0
324,20141120,10.9,-1.6,3.7,0
325,20141121,3.1,-3.8,-0.5,0
326,20141122,9,-3.3,2.6,0
327,20141123,11.7,4.1,8.4,19.5
328,20141124,20,9.1,15.9,0.7
329,20141125,16.6,8.5,11.8,0
330,20141126,9.7,-0.6,2.7,31.2
331,20141127,6.3,-0.4,2.4,0
332,20141128,2.8,-3,-0.5,0
333,20141129,4.9,-3.1,1.2,0
334,20141130,17.6,2.6,11,0
335,20141201,22,4.4,15.6,1.3
336,20141202,4.7,0.1,1,14.6
337,20141203,12.4,0.9,5.7,0.2
338,20141204,6.5,0.9,2.9,1.3
339,20141205,4.8,1.3,2.4,0.8
340,20141206,9.4,4.2,6.8,11.7
341,20141207,6.5,-0.2,3,0
342,20141208,2.1,-1.8,-0.4,10
343,20141209,6.9,-0.8,2.8,3
344,20141210,8.1,-0.3,4,0
345,20141211,7,-3.2,1.7,0
346,20141212,10.4,0.8,4.2,0
347,20141213,12,1.6,6.4,0
348,20141214,14.4,2.1,7.7,0
349,20141215,11.9,4.4,8.1,0
350,20141216,9.2,2.3,5.2,5.7
351,20141217,11.5,1.6,7.6,0
352,20141218,4.1,-1.8,1.4,0
353,20141219,6,-1.8,0.8,0
354,20141220,1.4,-2.8,-0.7,0
355,20141221,4.9,-1.4,1.1,0
356,20141222,1,-1.9,-0.6,5.8
357,20141223,5.2,0,3.5,9.9
358,20141224,12.6,4.7,7.4,12
359,20141225,13,3.6,8.3,0
360,20141226,10.7,3.2,6.6,0
361,20141227,15.6,5.7,11.5,0
362,20141228,13.9,6.9,10.3,0.4
363,20141229,7.6,0.9,2.7,4.7
364,20141230,3.7,-0.6,0.9,0
365,20141231,2.6,-2.5,-0.4,0
366,20150101,7.2,-4.8,1.9,0
367,20150102,7.6,2.4,5.5,0
368,20150103,4.7,0.2,2.3,6.7
369,20150104,14.7,3.5,9.5,1.8
370,20150105,6.7,-2.6,2,0
371,20150106,3.8,-4.5,-1.9,0
372,20150107,-2.4,-13,-6,0
373,20150108,-5.8,-15.1,-10.6,0
374,20150109,3.8,-8.1,-2.5,0
375,20150110,-1.5,-9.5,-5.4,0
376,20150111,4.4,-5.9,-0.3,0
377,20150112,10.1,-0.8,3.1,11.8
378,20150113,3.2,-5,-0.7,0
379,20150114,-1.5,-7.2,-4.1,1
380,20150115,3.3,-3.4,-0.6,0
381,20150116,9.1,-0.2,3.7,0
382,20150117,4.5,-3.7,0.5,0
383,20150118,11.4,0,4.6,0
384,20150119,10.9,2.5,6.5,0
385,20150120,12.5,0.5,4.7,0
386,20150121,4.5,-0.1,1.8,0
387,20150122,9.3,0.7,4.4,0
388,20150123,1.8,-1.1,0,21.2
389,20150124,6,-0.8,1.2,3.4
390,20150125,8.5,1.3,4.3,0
391,20150126,5.4,-2.2,0.7,6.3
392,20150127,1.3,-3.7,-2.1,0
393,20150128,4.5,-6,-1.4,0
394,20150129,3.6,-3,0.5,0
395,20150130,6.7,-6.4,1.2,0
396,20150131,4.1,-7.6,-1.7,0
397,20150201,4.9,-2.3,2,1.1
398,20150202,9.7,-6,3,1.5
399,20150203,2.8,-6.5,-2.1,0
400,20150204,12.4,-3.4,4.3,0
401,20150205,8.5,-8.8,-0.3,0
402,20150206,3.5,-10.2,-2.8,0
403,20150207,12.1,1.7,6.4,0
404,20150208,19.8,4.4,12.4,0
405,20150209,15.3,0.3,7.2,0.2
406,20150210,6,-1.7,0.9,0.3
407,20150211,7.2,-3.1,1.8,0
408,20150212,6.9,-7.4,1.2,0
409,20150213,-1.4,-11.8,-6.5,0
410,20150214,6.6,-10.6,-1.7,0.5
411,20150215,-5.1,-14.5,-10.6,0
412,20150216,-8.6,-13.1,-11,12.2
413,20150217,-1.4,-12.3,-7.2,4.3
414,20150218,-0.5,-10.9,-5.8,0
415,20150219,-10.4,-16.6,-13.4,0
416,20150220,-8.4,-18.4,-13.4,0
417,20150221,0.5,-12.6,-8.2,24.4
418,20150222,7.5,-1.6,3.9,0
419,20150223,4.6,-8.8,-1.1,0
420,20150224,-4.7,-13.1,-8.1,0
421,20150225,3.2,-5.2,-0.4,0
422,20150226,0.6,-3.8,-1.4,4.4
423,20150227,2.3,-6.1,-1.5,0
424,20150228,-2.1,-10.1,-6.1,0
425,20150301,0.7,-5.7,-3.4,0.9
426,20150302,9.5,-0.9,6,0
427,20150303,0.9,-3.3,-1.1,0
428,20150304,11.5,0.9,7.7,5.8
429,20150305,8.9,-7.8,-1,34.8
430,20150306,-3.9,-13.3,-7.9,0
431,20150307,9.2,-5.5,3,0
432,20150308,16.7,5.2,11.1,0
433,20150309,18.9,9.9,14.2,0
434,20150310,17.6,6.2,9.2,3.9
435,20150311,17.9,9.6,15,0.8
436,20150312,15.6,5,9.9,0
437,20150313,13.1,3.2,6.9,3.1
438,20150314,15.9,3.4,9.2,6.2
439,20150315,18.9,6.9,12.4,0
440,20150316,26,8.8,16.5,0
441,20150317,20.7,4.2,16.1,0
442,20150318,12.5,-0.5,5.6,0
443,20150319,9.2,2.8,5.4,1.8
444,20150320,3.9,1.3,2.8,15.8
445,20150321,17.2,0.6,8.5,0
446,20150322,15.4,5.8,10.4,0
447,20150323,9.1,0.9,4.9,0
448,20150324,11.5,0.7,4.9,0
449,20150325,10.6,1.4,4.9,0
450,20150326,21.4,7.5,14.3,20.1
451,20150327,9.3,2.4,4.8,21.1
452,20150328,4.2,-4.6,-0.8,0
453,20150329,7.9,-5.7,1,0
454,20150330,17.4,4,9.8,0
455,20150331,21.5,8.7,13.9,0
456,20150401,16.2,1.9,9.1,0
457,20150402,20.9,3.8,13,0
458,20150403,21.7,13.4,17.1,4.9
459,20150404,16.6,6.7,11.7,0
460,20150405,17.2,6.1,11.8,0
461,20150406,22.4,10.2,17,0
462,20150407,20,13.4,17,0.2
463,20150408,17.7,8.1,11,4.8
464,20150409,10.8,7,8.2,8.9
465,20150410,22.8,7.3,13.5,2.7
466,20150411,20,11.1,15.5,0
467,20150412,19.5,8.1,13.7,0
468,20150413,24.5,10.6,17.5,0
469,20150414,18,7.6,13.7,30.5
470,20150415,16.1,8.7,12.6,0
471,20150416,17.6,9.9,13.7,0.9
472,20150417,24.8,11.5,17.4,2.3
473,20150418,24.2,15.6,19.8,0
474,20150419,19.1,11.2,15.1,40.8
475,20150420,24.3,11.1,18.1,18.4
476,20150421,18,9.9,14.3,0
477,20150422,20,7.8,14.5,0
478,20150423,15.8,4.2,9.6,0
479,20150424,17.2,3.7,10.4,0
480,20150425,11.4,2.9,6,9.4
481,20150426,14.6,3,8.1,3.8
482,20150427,15.1,5.4,10,0
483,20150428,18.9,4,11.9,0
484,20150429,21.8,10.9,16.1,0
485,20150430,20.5,10,14.1,19.8
486,20150501,14.3,9.4,10.9,5.6
487,20150502,20.8,10.2,15.8,0
488,20150503,23.8,14.4,19.6,0
489,20150504,26.4,16.4,21.6,0
490,20150505,-9999,-9999,-9999,-9999
491,20150506,26.6,16.4,21,2
492,20150507,23.2,15,19,0
493,20150508,25.3,16.4,20.3,0
494,20150509,24.7,15.4,19.4,0
495,20150510,25.7,17.6,20.6,8
496,20150511,26.4,17.8,21.9,0.9
497,20150512,28.9,19.3,24.1,0
498,20150513,20,9.1,15.8,0
499,20150514,17.7,7.4,12.8,0
500,20150515,23.4,9.9,16.5,0
501,20150516,28.1,15.8,21.4,4.6
502,20150517,25.5,19.3,22.2,1
503,20150518,28.9,19.7,23.6,0
504,20150519,28.7,18.4,23.6,0
505,20150520,23.6,14.5,18.6,0
506,20150521,14.5,9.9,11.2,7.3
507,20150522,21.5,8.2,15.1,0
508,20150523,21,11.5,16.4,0
509,20150524,25.8,12.8,19.8,0
510,20150525,25.8,15.6,21.4,0
511,20150526,28.2,16.5,22.7,0
512,20150527,28,19.8,23.5,0
513,20150528,28.1,19.4,23.2,2.5
514,20150529,27.3,19,22.1,0
515,20150530,28.5,18.1,23.1,0
516,20150531,29,18.3,23.7,0
517,20150601,29.9,17.6,22.3,6.3
518,20150602,20.2,12.9,16.6,1.8
519,20150603,13.6,12.2,12.8,10.9
520,20150604,14.2,12.1,13.2,12.5
521,20150605,21.6,13.6,16.6,0
522,20150606,26,16.5,21,0
523,20150607,24.3,16.5,20.1,0
524,20150608,28,16.3,21.5,0
525,20150609,27.2,17.7,22.2,0
526,20150610,25.7,18.3,22.3,0
527,20150611,30.8,22.1,26.5,0
528,20150612,30.5,22.5,25.9,3.5
529,20150613,31,22.9,26.5,0.6
530,20150614,30.9,21.5,25.7,4.2
531,20150615,32.3,24.3,28,0
532,20150616,31.9,24,27.6,0
533,20150617,25.9,20.8,23.4,10.6
534,20150618,31,20.6,25.3,0
535,20150619,26.9,20.8,24.6,0
536,20150620,29.8,20.2,23.6,35
537,20150621,30.3,21.4,26.2,0.6
538,20150622,29.9,23.1,26.2,0.5
539,20150623,31.8,22.1,28.2,0
540,20150624,27.6,20.9,23.8,0
541,20150625,28.1,19.8,23.2,14
542,20150626,23.5,18.3,20.3,1.7
543,20150627,24.2,19,20.8,40.7
544,20150628,23.2,17.3,20.2,0
545,20150629,24.9,16.3,21.2,0
546,20150630,26.7,18.1,22.5,7.2
547,20150701,26.9,17.7,22.9,0.3
548,20150702,23.1,18.8,20.7,0
549,20150703,22.3,18,20.1,0
550,20150704,26.5,18.8,21.6,6.6
551,20150705,24.6,18.9,21.4,5.7
552,20150706,24.6,19.8,21.6,3.8
553,20150707,28.6,19.8,25.1,0
554,20150708,27.2,23.6,25.1,0
555,20150709,31.4,22.4,26.8,0
556,20150710,28.3,21.4,24.7,16
557,20150711,24.3,18.3,21.3,22.3
558,20150712,26.7,18.6,22.3,0.4
559,20150713,25.6,19.3,21.7,4.3
560,20150714,27.6,19.7,23.5,0
561,20150715,27.5,20.1,23.4,0
562,20150716,24.2,15.6,20.5,0
563,20150717,26.4,18.3,22.4,0
564,20150718,29.8,20.7,25.6,0
565,20150719,31.2,22.4,27.3,0
566,20150720,30.6,24,27.5,0
567,20150721,28.7,22,25.4,0.4
568,20150722,26.5,19.2,23.1,0
569,20150723,26.6,18.7,22.5,0
570,20150724,27.1,18.3,22.9,0
571,20150725,28.5,21.9,24.5,0
572,20150726,29.3,19.8,24.6,0
573,20150727,29.6,21.2,23.6,0
574,20150728,29,21.1,23.4,10.5
575,20150729,28.8,21.5,24.5,0
576,20150730,29.8,20.2,24.8,4
577,20150731,28.6,18.7,23.9,0
578,20150801,29.7,21.2,24.9,0
579,20150802,26.3,19.8,23.2,0
580,20150803,30.4,21.5,26,0
581,20150804,31.7,22.3,27.4,0
582,20150805,30.5,22.3,26.2,0
583,20150806,24.5,17.2,21.1,10.6
584,20150807,19.9,16.7,18,2.5
585,20150808,25.9,18.4,21.7,0
586,20150809,28.1,19.1,22.7,0
587,20150810,22.5,18.8,20,17.8
588,20150811,28.7,19.9,23.5,2.4
589,20150812,26.7,17.9,22.4,0
590,20150813,26.1,17.2,21.3,0
591,20150814,27.5,18.3,22.5,0
592,20150815,28.7,19.6,23.6,0
593,20150816,30,20,25,7.7
594,20150817,31.2,22.2,26.5,0
595,20150818,26.3,21.3,23.2,1.3
596,20150819,27.2,20.2,22.3,25.5
597,20150820,28.3,21.7,24,0
598,20150821,25.7,18.2,21.6,0
599,20150822,25.6,16.5,21.2,0
600,20150823,26.7,16.3,22.1,0
601,20150824,29.1,19.9,24.5,0
602,20150825,26.7,17.9,22.2,0
603,20150826,24.2,16.2,20.1,0
604,20150827,25.4,15.3,20.3,0
605,20150828,26.9,16.7,21.3,0
606,20150829,28.8,18.3,22.6,0
607,20150830,29.5,19.3,24.2,0
608,20150831,28.9,20.2,24.3,0
609,20150901,30.9,20.3,25.9,0
610,20150902,31.1,21.4,25,0
611,20150903,31.3,21.6,25.6,0
612,20150904,30.4,20.9,24.3,0.6
613,20150905,27.6,19.8,22.7,0
614,20150906,27.9,17.9,22.3,0
615,20150907,29.6,18.8,24.4,0
616,20150908,30.7,22.6,25.6,0
617,20150909,32.1,21.6,25.3,0
618,20150910,25.1,18.1,21.3,28.1
619,20150911,26.3,16.2,21.3,0
620,20150912,21.5,16.3,18.9,23.3
621,20150913,20.6,12.4,15.7,0.6
622,20150914,22.6,13.1,17.4,0
623,20150915,25,13.7,19.6,0
624,20150916,26.1,16.3,21.1,0
625,20150917,26.4,18.2,21.9,0
626,20150918,26.9,17.5,22.2,0
627,20150919,27.3,17.9,22.7,0
628,20150920,24.1,17,20.2,0
629,20150921,17,12.2,13.7,53.7
630,20150922,20.5,13.5,15.8,0
631,20150923,22.1,12.3,16.9,0
632,20150924,23.4,13.7,18.1,0
633,20150925,18.5,14.7,16.4,1.8
634,20150926,17.1,13.3,14.7,12.8
635,20150927,18.5,12.7,15.5,0.9
636,20150928,20.5,16.8,18.8,4
637,20150929,22.2,20.1,21.2,74.3
638,20150930,24.2,16.5,20.5,0
639,20151001,16.5,11.2,12.6,6
640,20151002,11.4,7.4,9.5,39.2
641,20151003,10.8,6.8,8.9,49.5
642,20151004,10.9,9.5,10.2,1.7
643,20151005,17.6,9.6,12.7,0
644,20151006,21.5,8.9,15.2,0
645,20151007,24.4,14.9,19.4,0
646,20151008,23.6,16.7,19.8,0
647,20151009,24.1,15.6,19.4,3.3
648,20151010,17.5,9.4,13.7,0
649,20151011,19.4,7,13.8,0
650,20151012,23.4,13.1,18,0
651,20151013,23.2,14.2,19,0
652,20151014,20.6,12.8,15.9,0
653,20151015,18.7,9.4,14.8,0
654,20151016,19.5,9.9,14.8,0
655,20151017,15.6,4.1,10,0
656,20151018,11.7,1.5,5.8,0
657,20151019,12.7,2.2,7.6,0
658,20151020,20.4,4.6,13.8,0
659,20151021,22.3,13.3,17.4,0
660,20151022,24.9,14.9,20.1,0
661,20151023,21,12.6,17.3,0
662,20151024,16,10.5,12.5,0
663,20151025,18.5,10.2,14.3,0.4
664,20151026,12.1,7.6,9.5,0
665,20151027,10.6,5.8,7.9,14.9
666,20151028,18.9,10.6,15.8,67.9
667,20151029,19.9,12.8,17.1,0
668,20151030,14.2,6.5,10.3,0
669,20151031,11.7,4.5,8.9,0
670,20151101,19,9.2,13.7,0.5
671,20151102,16.2,12.6,14.3,0
672,20151103,21.4,11.7,16.5,0
673,20151104,22.6,12.3,17.2,0
674,20151105,24.3,14,18.6,0
675,20151106,24.5,15.5,19.6,0
676,20151107,21,8.9,15.7,3.7
677,20151108,11.3,5.4,8,0
678,20151109,7.2,4.1,5.7,20.7
679,20151110,13.9,6.8,10.8,6.5
680,20151111,17.9,7.7,12.3,0
681,20151112,19.6,7.7,12.5,0
682,20151113,15.6,5.7,11.1,0
683,20151114,12.5,3.2,7.6,0
684,20151115,17.9,6.7,12.4,0
