,LST_DATE,T_DAILY_MAX,T_DAILY_MIN,T_DAILY_AVG,P_DAILY_CALC
685,20151116,17.9,11,14.3,0
686,20151117,15.9,9.2,13.1,0
687,20151118,14.6,8.1,10.7,0.9
688,20151119,18.4,12.5,15.5,35
689,20151120,12.8,6.5,9.6,0
690,20151121,10.8,3.4,7.1,0
691,20151122,9.1,-0.9,4.9,0
692,20151123,4.7,-3.5,0.7,0
693,20151124,11,2.1,6.9,0
694,20151125,12.3,2,6.5,0
695,20151126,15.4,4.5,11,0
696,20151127,18.1,11.1,14.2,0
697,20151128,20.1,13.8,17.4,0
698,20151129,17,5.6,10.5,4.1
699,20151130,5.6,1.6,2.6,13.2
700,20151201,7.8,3.8,5.8,28.1
701,20151202,13.2,7.7,10.3,6.2
702,20151203,9.2,0.3,4.9,0
703,20151204,9.4,-0.2,4.6,0
704,20151205,10.4,2.1,6.2,0
705,20151206,10.8,4.2,7.3,0
706,20151207,15.8,8,10.5,0
707,20151208,12.7,5.9,8.9,0
708,20151209,11.9,2.2,6.7,0
709,20151210,15.9,8.9,12.2,0
710,20151211,19.8,10.9,15.6,0
711,20151212,23.5,15.4,19.5,0
712,20151213,20.2,14.1,17.6,0
713,20151214,18.1,12.8,15.7,3.2
714,20151215,16.7,7.2,13.5,0
715,20151216,11.6,4.8,8.1,0
716,20151217,11.5,6.1,8.7,12.8
717,20151218,11.6,-1.2,5.5,0
718,20151219,6.4,-3.1,1.6,0
719,20151220,8.1,0.5,3.9,0
720,20151221,11.2,2,7,0
721,20151222,13,7.1,11,3.8
722,20151223,16.8,11.8,13.8,27.7
723,20151224,20,15.9,17.8,6.4
724,20151225,19.9,15.4,18,1
725,20151226,15.4,9.7,12.5,2.4
726,20151227,20.8,9.7,15.4,1
727,20151228,14.1,2,5.8,10.1
728,20151229,14.5,2.7,8.3,7.9
729,20151230,10.7,8.4,9,0.2
730,20151231,12.5,6,9.8,0
731,20160101,-9999,-9999,-9999,0
732,20160102,8.6,-0.5,4.2,0
733,20160103,11.3,-0.1,5.4,0
734,20160104,1.7,-6.1,-1.4,0
735,20160105,-0.3,-10.5,-5.5,0
736,20160106,3.2,-6.9,-1.3,0
737,20160107,6.3,0.1,2.4,0
738,20160108,4.3,0.6,2.4,1.8
739,20160109,7,3.5,5.3,10.6
740,20160110,13.1,-1.6,6.6,12.8
741,20160111,3.2,-4.8,-1.3,0
742,20160112,6.8,-3.8,0.6,0
743,20160113,0.2,-8.3,-3.8,0
744,20160114,11.5,-1.5,5.9,0
745,20160115,9.8,2.2,5.6,14
746,20160116,11.8,0.9,6.5,0
747,20160117,1.6,-1.5,-0.1,2.6
748,20160118,-0.9,-11.7,-6.9,0
749,20160119,-3.7,-12.3,-8.8,0
750,20160120,-1.5,-9.5,-5.2,0
751,20160121,0.4,-7.1,-3.3,0
752,20160122,-4.8,-8.3,-6.8,32.5
753,20160123,-2.5,-7.5,-5.3,48.6
754,20160124,4.2,-5.5,-0.4,0
755,20160125,5.1,-1.4,2.6,0
756,20160126,11.8,0.3,6.8,0
757,20160127,9.6,-0.6,4.6,0.2
758,20160128,4.9,-1.5,1.6,0
759,20160129,5.3,-1.1,2.8,0
760,20160130,8.4,-2.6,3.8,0
761,20160131,15.2,3,11.4,0
762,20160201,18.6,6.5,10.9,0.3
763,20160202,8.3,4.4,6.5,0
764,20160203,13.1,4.3,8.1,17.2
765,20160204,14.3,3.3,8.9,0
766,20160205,5.3,-0.8,1.7,0.2
767,20160206,6.1,-0.7,1.8,0
768,20160207,5.9,-0.6,2.3,0
769,20160208,7.8,0.5,3.3,3.4
770,20160209,5.3,-2.7,0.8,0.3
771,20160210,1.4,-7.6,-3.4,0
772,20160211,-0.6,-9.7,-6.3,0
773,20160212,-0.8,-9,-5.2,0
774,20160213,-2.5,-12.2,-7,0
775,20160214,-4.4,-13.3,-9.3,1.3
776,20160215,-2,-8.2,-6,18.6
777,20160216,11.3,-2.4,4.2,27.9
778,20160217,10.8,0,4.3,0
779,20160218,6.1,-2.2,1.4,0
780,20160219,7,-3.2,1.4,0
781,20160220,17.6,4,11.9,0
782,20160221,15.8,8.9,12.3,11.3
783,20160222,8.9,4.5,6.4,0.6
784,20160223,5.2,2.4,3.6,12.1
785,20160224,15,2.6,6.7,30.8
786,20160225,10.5,2.5,5.1,0
787,20160226,5.5,-3.4,1,0
788,20160227,7.8,-3.5,2,0
789,20160228,17.8,5.3,11.5,0
790,20160229,17.9,8.7,12.5,0
791,20160301,20.2,8.7,13.9,5.3
792,20160302,12.9,-1.8,4.1,1.9
793,20160303,4.1,-3.4,-0.7,1.1
794,20160304,6.8,-2.1,1.2,0
795,20160305,7.5,-0.3,2.4,0
796,20160306,10.1,-1.1,4.6,0
797,20160307,17.2,1.8,10.4,0
798,20160308,24.6,13.3,19.3,0
799,20160309,25,15.6,19.7,0
800,20160310,24.4,13.9,19.3,0
801,20160311,21.9,14.7,18.2,0
802,20160312,18.1,11.5,14.6,0
803,20160313,18.4,8.3,13.5,3.3
804,20160314,10.9,8,8.9,10.5
805,20160315,19.4,7.8,12.6,1.6
806,20160316,27.2,10.8,18,0
807,20160317,20.9,10.5,15.3,0
808,20160318,19.3,7.9,13.4,0
809,20160319,12.6,0.5,4.6,6.3
810,20160320,4.9,0.2,2.2,0
811,20160321,11.3,1.3,5.4,0
812,20160322,16.2,5.5,10.1,0
813,20160323,22.8,9.6,16.4,0
814,20160324,23.5,12,17.9,0
815,20160325,22.1,7.9,16.4,0
816,20160326,13.6,3.2,8.8,0
817,20160327,11.6,8.6,10.2,5.5
818,20160328,19.3,9.1,12.7,5.3
819,20160329,16.1,6,11.1,0
820,20160330,18,5.4,11.5,0
821,20160331,20,10.2,15.6,0.7
822,20160401,24.3,15.2,18.8,9.1
823,20160402,18.6,3.1,13.1,1.9
824,20160403,14.5,-0.3,7.6,0
825,20160404,23.4,8,14.6,0.3
826,20160405,8.5,-1.2,3.4,0
827,20160406,12.2,0.6,6.5,0
828,20160407,15.4,5.1,9.3,18.5
829,20160408,12.3,3.3,7.1,0
830,20160409,8.1,-0.8,4.1,0
831,20160410,11.5,-3.3,4.4,0
832,20160411,21.1,6.9,14,0
833,20160412,19.8,7.5,15,0
834,20160413,13.5,3.2,8.5,0
835,20160414,16.2,3.9,9.8,0
836,20160415,16.8,5.9,10.8,0
837,20160416,20,7.3,13.4,0
838,20160417,22,8.3,15.6,0
839,20160418,28.2,16.5,22.7,0
840,20160419,27.4,16,22.2,0
841,20160420,19.9,9.3,15,0
842,20160421,23.5,8.7,16.1,0
843,20160422,18.4,14.8,16.3,2.4
844,20160423,21.6,11.1,15.7,0.3
845,20160424,20.4,8,14.3,0
846,20160425,27.4,10.4,19.6,0
847,20160426,28.3,16,22,4.8
848,20160427,20,11.9,16.1,1.5
849,20160428,13.6,10.3,11.9,36.1
850,20160429,11.2,8.8,10.1,1.9
851,20160430,12.6,10,11,2.5
852,20160501,17.7,9.8,13.1,20.1
853,20160502,27.1,14.8,18.7,10.9
854,20160503,22.9,13.9,16.9,13.3
855,20160504,17.1,10.3,13.4,30.4
856,20160505,11.2,8.8,9.9,7.4
857,20160506,12.7,8,9.9,13.9
858,20160507,19,8,13.3,0
859,20160508,21.4,11.8,18.1,0
860,20160509,16.5,12.8,14.4,0
861,20160510,15.4,10.3,13.2,7.6
862,20160511,17.3,13.3,14.5,2.8
863,20160512,17.6,13.7,15.6,2.9
864,20160513,24.2,14.7,18.5,1.7
865,20160514,20.9,9.2,15.7,4
866,20160515,15.5,5.4,10.3,0
867,20160516,17.7,6.9,12.4,0
868,20160517,15,8.5,10.8,10.6
869,20160518,14.7,9.3,11.8,0
870,20160519,18.7,10,13.9,0
871,20160520,21.3,11.8,16.6,0
872,20160521,13.9,10.6,11.8,39.2
873,20160522,14.8,10.2,11.9,5.1
874,20160523,18.4,10.2,14,18.3
875,20160524,26.1,12.9,20.5,0
876,20160525,27.3,17.8,22.9,0
877,20160526,28.1,19.8,24.8,0
878,20160527,28.3,18.9,24.5,0
879,20160528,28.5,18.6,23.8,0
880,20160529,24.8,17,20.9,0
881,20160530,25.9,16.7,21.1,0
882,20160531,27.5,18,22.6,0
883,20160601,28.1,17.8,23.4,0
884,20160602,26.6,18.5,21.6,8.5
885,20160603,28.1,18.6,22,4.9
886,20160604,26.5,17.6,21.6,53.6
887,20160605,27.5,17.8,21.7,6.8
888,20160606,27.2,19.4,23,0
889,20160607,27.6,17.5,22.4,0
890,20160608,21.9,14.7,18.4,0
891,20160609,26.7,14.7,20.4,0
892,20160610,25.9,16.6,21.5,0
893,20160611,31.3,19.1,26.3,0
894,20160612,31.3,20.1,26.8,0
895,20160613,25.7,15.5,20.9,0
896,20160614,25.3,16.8,21.4,0
897,20160615,25.9,16.7,21.3,0
898,20160616,31.4,18.3,24.2,15.5
899,20160617,21.6,15.6,18.6,8.3
900,20160618,25.1,15.3,20.6,0
901,20160619,26.8,18.5,22.6,0
902,20160620,28.7,19.5,24.5,0
903,20160621,28.1,21.7,24.4,0.5
904,20160622,24.1,20.5,22.7,0
905,20160623,24.8,18.6,21.3,24.6
906,20160624,27,18.3,22.3,0
907,20160625,24.9,18.8,21,0
908,20160626,26.5,18.5,22.3,0
909,20160627,26.8,17.6,22.1,1.2
910,20160628,28.5,20.6,23.9,0
911,20160629,27.5,18.3,22.4,0
912,20160630,24.7,16.6,21,0
913,20160701,28.4,18.6,23.7,0
914,20160702,26.7,16.8,21.9,3.2
915,20160703,18.1,15.3,16.7,8.1
916,20160704,21.8,16.7,18.8,11
917,20160705,29.6,20.6,25.1,0
918,20160706,29.4,22,25.9,0
919,20160707,29.9,21.9,25.6,0
920,20160708,30.7,21.2,26.1,0
921,20160709,30.3,21.4,25.5,0
922,20160710,28.3,20.6,24.3,0
923,20160711,27.9,19.5,23.6,0
924,20160712,29.1,20.3,23.5,10.7
925,20160713,29.8,20,23.8,1.2
926,20160714,31.4,23.7,27.4,0
927,20160715,29.8,24.1,26.5,0
928,20160716,29.9,19.6,23.9,0.9
929,20160717,30.4,19.7,25.2,0
930,20160718,32.2,22.4,26.6,0
931,20160719,30.7,21.7,24.6,0
932,20160720,29.6,19.9,24.2,0
933,20160721,30.4,20.9,25.2,0
934,20160722,32.1,22.4,27.2,0
935,20160723,33.9,24,28.8,0
936,20160724,34,25.1,29.4,0
937,20160725,33.5,26.5,29.7,0
938,20160726,34,22.5,27.6,0.3
939,20160727,32.5,21.7,25.3,2
940,20160728,32.9,20.8,26.1,13.9
941,20160729,28.8,20.8,24.6,1.2
942,20160730,28.8,20.1,23.7,50.2
943,20160731,29.4,20.8,23.4,5.5
944,20160801,29.2,21,25.4,0
945,20160802,28.6,20.8,24.3,0
946,20160803,24.3,20,21.7,0
947,20160804,25,19.4,21.5,0.8
948,20160805,25.8,20,22,25.2
949,20160806,30.5,21.2,24.2,11
950,20160807,27.2,20.5,23.6,0
951,20160808,23.3,17.9,19.5,22.1
952,20160809,22.5,17.7,19.9,0.8
953,20160810,29.4,21.2,25.4,0
954,20160811,30,24.8,27.1,0
955,20160812,31.2,24,27.7,0
956,20160813,31.7,25.5,28.6,0
957,20160814,31.5,23.2,28.1,6.9
958,20160815,31.3,21,25.5,1.8
959,20160816,31.2,20.6,25.9,0
960,20160817,31.3,22.8,26.6,0
961,20160818,29.3,22,24.9,2.6
962,20160819,28.8,21,24.7,0
963,20160820,29.4,21.4,24.8,0
964,20160821,29.2,19.4,23.5,15.8
965,20160822,26.3,17.7,22.1,0
966,20160823,26.3,17.9,22,0
967,20160824,27.6,18,22.4,0
968,20160825,30.2,18.8,25,0
969,20160826,32.6,23.6,27.4,0
970,20160827,30.4,22.9,26.2,0
971,20160828,29.2,19.7,24.5,0
972,20160829,30.3,19.4,25.1,0
973,20160830,29.6,20.5,24.7,0
974,20160831,30.3,21.2,24.7,7.4
975,20160901,25.3,19.4,21.7,2.6
976,20160902,23,16.6,19.3,0
977,20160903,22.4,16,19.1,0
978,20160904,25.8,16.9,20.7,0
979,20160905,27.4,16.7,21.9,0
980,20160906,30.7,19,24.9,0
981,20160907,31.2,22.5,26,1.9
982,20160908,32.3,23.6,28.1,0
983,20160909,32.7,25,29.1,0
984,20160910,32.4,23,27.6,0
985,20160911,29,18.4,23.9,0
986,20160912,27.2,15.6,21,0
987,20160913,29.1,17.2,23.5,0
988,20160914,31.8,19.2,26.2,0
989,20160915,24.1,18.1,19.7,0
990,20160916,22.5,16.8,19,0
991,20160917,25.9,17.6,21.4,0
992,20160918,28.1,19.1,23.2,0
993,20160919,22.7,19.4,20.6,17.8
994,20160920,24.4,18.1,20.9,0
995,20160921,26.2,18.1,20.9,0
996,20160922,25.2,18.4,21.3,0
997,20160923,28.9,18.7,23.7,0
998,20160924,29.4,18.6,23.7,0
999,20160925,18.6,13,16.2,0
1000,20160926,19.7,14.7,16.6,3.4
1001,20160927,22.8,17.1,19,22.3
1002,20160928,18.4,16.9,17.5,17.3
1003,20160929,23.8,17.1,18.7,2
1004,20160930,17.1,15,15.7,7.9
1005,20161001,19.1,15.1,16.3,3.8
1006,20161002,21.9,15,17.6,0
1007,20161003,23.1,14.9,18.2,0
1008,20161004,22.3,13,16.9,0
1009,20161005,17.1,13.2,14.8,0
1010,20161006,19.3,10.9,15,0
1011,20161007,17.3,13.3,15.5,6.6
1012,20161008,17.3,14.2,16,20.6
1013,20161009,17.7,9.8,12.9,4.6
1014,20161010,17.9,7.7,12.1,0
1015,20161011,17,7.4,12,0
1016,20161012,18.8,8.3,13.8,0
1017,20161013,21.9,11.5,16.7,0
1018,20161014,15.7,7.8,11.7,0
1019,20161015,18.8,9.8,13.9,0
1020,20161016,22.7,12.2,17.6,0
1021,20161017,26.5,17.7,21.7,0
1022,20161018,27,19.7,23.2,0
1023,20161019,29.1,21.4,24.5,0
1024,20161020,27.7,18,22.3,0
1025,20161021,18,11.5,15.7,0.6
1026,20161022,13.6,5.8,9.9,0
1027,20161023,20.3,5.9,13.6,0
1028,20161024,22.6,8.9,16.9,0
1029,20161025,16.8,6.3,10.9,0
1030,20161026,13.1,6.1,9.2,0
1031,20161027,18.2,5.5,12.1,0
1032,20161028,17.6,10.5,14.1,0
1033,20161029,24.3,9.7,17.2,0
1034,20161030,24.9,17.8,21.8,0
1035,20161031,17.8,9.1,12.3,0
1036,20161101,14.1,8.2,11.1,0
1037,20161102,27,12.5,20.1,0
1038,20161103,25.5,14,21.6,9.4
1039,20161104,16.6,9,12.8,0
1040,20161105,16.5,7.2,11.8,0
1041,20161106,19.9,8.7,14,0
1042,20161107,15.3,5.4,10.7,0
1043,20161108,17.8,10.2,14.6,0
1044,20161109,16.7,6.8,12.2,3.1
1045,20161110,16.1,4,10.5,0
1046,20161111,16.7,7.2,12.3,0
1047,20161112,9.8,1.1,5.7,0
1048,20161113,16.1,5.9,11.1,0
1049,20161114,12.2,5.1,9,2.6
1050,20161115,14.9,4.8,9.5,0
1051,20161116,17.6,6.3,12.3,0
1052,20161117,17.4,7.4,12.1,0
1053,20161118,20.5,7.7,15.1,0
1054,20161119,19,2.4,11.8,0
1055,20161120,6.8,-0.4,2.6,0
1056,20161121,9.3,-1,2.9,0
1057,20161122,10.6,0,4.8,0
1058,20161123,10.4,1.5,6,0
1059,20161124,18.6,4.1,11.1,0
1060,20161125,13.3,8.1,10.7,0
1061,20161126,10.1,3.3,6.3,0
1062,20161127,10,1.2,5.5,0
1063,20161128,8.9,1.9,5.6,0
1064,20161129,17.2,5.5,11.6,17.8
1065,20161130,18.8,14.2,16,12.6
1066,20161201,15.3,3.4,8.9,0
1067,20161202,10.9,2.5,5.7,0
1068,20161203,9,0.8,4.1,0
1069,20161204,4.7,0,2.2,3.2
1070,20161205,12,1.6,5.8,1.3
1071,20161206,6.8,1.9,3.5,31.7
1072,20161207,11.1,2.5,6.5,0
1073,20161208,5.9,-2,3.6,0
1074,20161209,3.6,-5.1,-2,0.3
1075,20161210,1.7,-6.8,-3,0
1076,20161211,1.7,-4.8,-1.6,0
1077,20161212,15.6,1.7,7.6,1.9
1078,20161213,7.3,2.9,5.3,0
1079,20161214,7.1,1.7,4.7,0
1080,20161215,4.8,-10.3,-4.2,0
1081,20161216,-4.2,-11.5,-7,0
1082,20161217,11.5,-4.8,2.9,0.4
1083,20161218,15.9,0.4,10.2,0
1084,20161219,2.1,-3.4,-1.2,0
1085,20161220,2.7,-5.7,-1.6,0
1086,20161221,11.2,1.9,6.4,0
1087,20161222,-9999,-9999,-9999,0
1088,20161223,7.5,0.5,3.5,0
1089,20161224,12.7,2.1,6.5,7.5
1090,20161225,8.8,4.1,5.9,0.7
1091,20161226,9.8,3.2,5,0.6
1092,20161227,17.1,7.9,12.4,0.3
1093,20161228,10.4,1.8,6.9,0
1094,20161229,11,0,3.7,7.2
1095,20161230,5.1,-1.2,1,0
1096,20161231,6.6,-3.4,2.1,0
1097,20170101,12.5,3.6,8,0
1098,20170102,5.3,3.6,4.4,7.4
1099,20170103,10.4,3.6,5.5,15.5
1100,20170104,13.3,-0.4,8.2,0
1101,20170105,1.3,-1.8,-0.2,0
1102,20170106,0.7,-4.6,-2.2,1
1103,20170107,-4.6,-11.6,-8.3,7.5
1104,20170108,-6,-13.7,-10.1,0.2
1105,20170109,-5.6,-12.7,-9.1,0
1106,20170110,2.3,-9.4,-3.8,0
1107,20170111,12.2,1.3,6.7,0
1108,20170112,19,7.5,12.8,0
1109,20170113,16.6,4.3,11.7,0
1110,20170114,4.3,-0.2,1.8,2.5
1111,20170115,3.9,1,2.7,0.7
1112,20170116,4.6,2.5,3.5,2.3
1113,20170117,12.5,2.9,6.8,1.9
1114,20170118,15.3,4.7,11.9,0
1115,20170119,10.8,3.5,6.6,0
1116,20170120,8.2,4,6.3,1.8
1117,20170121,9.1,6.6,8,1.7
1118,20170122,9.6,7.5,8.2,6.5
1119,20170123,8.4,1.2,5.1,43.3
1120,20170124,12.5,0.8,5.9,0
1121,20170125,18.7,6.5,12.5,0
1122,20170126,16.5,3.3,10.4,0
1123,20170127,6.2,-0.9,2,0
1124,20170128,8,-1.7,2.7,0
1125,20170129,5.1,-0.6,2.9,0.9
1126,20170130,2.6,-3.8,-1.3,0
1127,20170131,15.2,-5,5,0
1128,20170201,14.3,5.8,9.3,0
1129,20170202,11.1,1.8,6.6,0
1130,20170203,1.9,-4.5,-0.3,0
1131,20170204,3.7,-7.2,-2.1,0.6
1132,20170205,12.1,-2.4,4.7,0
1133,20170206,17.4,6.7,11.5,0
1134,20170207,21.5,9.7,15.2,0
1135,20170208,20.9,12.8,16.6,0
1136,20170209,14.1,-6.5,1.9,1.7
1137,20170210,1.4,-7.4,-3.1,0.2
1138,20170211,18.7,1,9.7,0
1139,20170212,24.8,9.4,16.8,0
1140,20170213,11.8,0.4,5.7,0
1141,20170214,9.5,1.6,5.3,0
1142,20170215,12.2,0.6,6.4,0
1143,20170216,6.4,-2.3,1,0
1144,20170217,16.2,0.2,7.3,0
1145,20170218,21.5,4.9,14.7,0
1146,20170219,22.3,11.1,15.7,0
1147,20170220,20.3,8.9,13.7,0
1148,20170221,14.5,5.6,9.8,0
1149,20170222,14.6,7.9,10.8,2.3
1150,20170223,22.8,10.7,16.4,0
1151,20170224,23.4,11.6,17.2,0
1152,20170225,21.9,3.1,13.4,5.2
1153,20170226,10,-2.1,3.9,0
1154,20170227,12.2,2.8,7.9,0
1155,20170228,18.7,7.8,12.6,5.3
1156,20170301,23,12.4,15,3.7
1157,20170302,13.9,2.1,6.8,0
1158,20170303,6.7,-2.4,1.8,0
1159,20170304,8.1,-3.8,1.2,0
1160,20170305,5.5,-5.6,-0.1,0
1161,20170306,11.3,-0.6,6.3,0
1162,20170307,17.5,9,13.2,1.3
1163,20170308,18.1,7.8,13.1,0
1164,20170309,20.4,11.2,15.7,0
1165,20170310,16.6,-0.7,7,0.2
1166,20170311,7,-3.6,0.8,0
1167,20170312,7,-5,0.1,0.3
1168,20170313,7.8,-5.2,-0.5,9.2
1169,20170314,6.4,-6.8,-0.3,13.5
1170,20170315,1.8,-9.2,-4.2,0
1171,20170316,6.4,-5.3,0,0
1172,20170317,9.6,-1.3,3.9,0.4
1173,20170318,16.4,1.6,7.3,6.2
1174,20170319,10.5,2.1,5.5,0
1175,20170320,12.1,1,7,0
1176,20170321,18.4,6.2,12.1,0
1177,20170322,12,1,7,0
1178,20170323,8.7,-2.4,2.9,0
1179,20170324,18.5,0.4,9.3,0
1180,20170325,24.7,12.8,18.4,0
1181,20170326,16.5,8.2,11.6,1.4
1182,20170327,23.2,8,15.4,1.9
1183,20170328,22.4,14,16.8,6.9
1184,20170329,19.4,11.3,14.7,0
1185,20170330,11.3,7.3,9.2,0
1186,20170331,13.9,5.7,9.3,36.4
1187,20170401,19.3,7.5,13.5,0
1188,20170402,16.6,4.7,10.8,0
1189,20170403,15,7.4,11.2,13
1190,20170404,25.8,12.1,18.7,0
1191,20170405,23.2,14.4,18.7,0
1192,20170406,17.4,6.7,12.8,15.7
1193,20170407,10.4,3.2,6.3,0
1194,20170408,18.9,3,11,0
1195,20170409,21.2,10.2,15.7,0
1196,20170410,25.3,11.7,18.8,0
1197,20170411,28.2,13.2,21.3,0
1198,20170412,24.3,15.8,19.9,0
1199,20170413,21.7,11.8,16.5,0
1200,20170414,22.7,12.3,16.4,0
1201,20170415,26,11.2,18.3,0
1202,20170416,27.9,18,22.2,1.3
1203,20170417,22.2,14.5,18.7,0
1204,20170418,21.2,12.1,16,0
1205,20170419,12.5,8.6,10.7,1.7
1206,20170420,27.5,11.1,18,16.4
1207,20170421,28.1,19.6,22.9,0.5
1208,20170422,19.9,8,12.5,9.8
1209,20170423,11.5,7.3,9.2,2.1
1210,20170424,9.7,6.5,8.3,38
1211,20170425,13.1,8.8,11.2,4.6
1212,20170426,24.4,11.2,17.5,0
1213,20170427,25.3,15.7,20.2,0.9
1214,20170428,27.1,16.7,22.1,0
1215,20170429,29,19.5,24.6,0
1216,20170430,26.9,19.7,23.4,0
1217,20170501,23.5,18.3,20.1,5.8
1218,20170502,22.8,15.1,18.5,0
1219,20170503,19.5,11.5,15.5,0
1220,20170504,16.9,9.5,13.3,28.2
1221,20170505,23.3,12.8,17.4,55.1
1222,20170506,14.7,8.4,10.8,6.5
1223,20170507,16.5,6.8,10.8,0
1224,20170508,16.9,5.6,11.6,0
1225,20170509,19.4,6.7,12.7,0
1226,20170510,22.4,8.6,16.1,0
1227,20170511,15,8.9,12.4,3.9
1228,20170512,9.5,7.6,8.7,36
1229,20170513,17.7,7.2,11.9,3.9
1230,20170514,26.1,12.8,19.6,0
1231,20170515,24.7,11.8,19,0
1232,20170516,25.6,16.1,20.8,0
1233,20170517,30.6,21.8,26.1,0
1234,20170518,28.4,20.2,24.8,0
1235,20170519,-9999,-9999,-9999,0
1236,20170520,24.3,15.7,20.8,0
1237,20170521,16.9,12.8,14.9,0.4
1238,20170522,23.7,13.9,17.8,9.6
1239,20170523,18.3,13.2,14.5,20.5
1240,20170524,14.6,11.6,13.4,27.2
1241,20170525,20.3,12.6,15.6,29.7
1242,20170526,23.6,14.3,19.7,0
1243,20170527,26.3,17,21.1,0
1244,20170528,19.5,15.5,17.4,5.5
1245,20170529,26.4,16.2,21.3,0
1246,20170530,25.9,16.1,21.2,0
1247,20170531,23.9,16.1,19.5,0
1248,20170601,26.1,15.6,21.8,0
1249,20170602,26,16.7,21.8,0
1250,20170603,27.3,19.7,23.4,0
1251,20170604,27.8,19.2,23.5,0
1252,20170605,20.6,17.5,19.1,13.3
1253,20170606,24.4,15,19.8,0
1254,20170607,20,13.3,15.6,1.9
1255,20170608,19.7,11.8,15.6,0
1256,20170609,25,14.6,20,0
1257,20170610,27.9,18.1,24,0
1258,20170611,29.7,22.4,26.4,0
1259,20170612,29.6,21.9,26.1,0
1260,20170613,30.3,21.4,25.7,7.1
1261,20170614,29.3,21.1,24,0
1262,20170615,27.2,19.4,22.5,3.3
1263,20170616,25.6,18.9,20.6,10.5
1264,20170617,27,19.1,22.1,11
1265,20170618,29.1,21.1,24.4,0
1266,20170619,26.5,19.5,22.3,6.4
1267,20170620,25.7,20,22.8,0
1268,20170621,28.7,18.3,23.9,0
1269,20170622,28.4,23.6,25.4,0
1270,20170623,27.9,19.6,24.3,2.8
1271,20170624,28,20.1,24.5,0
1272,20170625,26.4,18.7,22.1,0
1273,20170626,25.1,16.2,21.3,0
1274,20170627,23.7,16,19.9,0
1275,20170628,24.3,15.6,19.8,0
1276,20170629,27.9,16.9,22.9,0
1277,20170630,28.8,19.3,23.2,15.8
1278,20170701,30.8,21.3,25.6,0
1279,20170702,28,22.6,25.1,0
1280,20170703,30,20.8,25.5,0
1281,20170704,28.9,21.6,25.5,0.2
1282,20170705,24.3,20.5,21.6,5.4
1283,20170706,28.2,20,23.5,0
1284,20170707,29.7,20.8,25.4,0
1285,20170708,29.1,20.7,25.5,0
1286,20170709,27.8,18.5,23.5,0
1287,20170710,30.5,19.6,25.5,0
1288,20170711,28.2,21.4,26.1,0
1289,20170712,32.8,25.6,29.1,0
1290,20170713,32.6,23.7,28.4,3.5
1291,20170714,32.9,23.9,27.7,0.5
1292,20170715,30.7,23,26.4,0
1293,20170716,30.2,20,24.8,0
1294,20170717,30.8,20.2,24.4,0
1295,20170718,31.4,20.9,25.1,0
1296,20170719,32.7,22.3,27.7,0
1297,20170720,33.7,23.3,28.6,0
1298,20170721,34.4,24.3,27.5,0
1299,20170722,34,22,27.7,7.3
1300,20170723,31.8,22.2,27.2,0
1301,20170724,30.9,20.7,25.9,1.6
1302,20170725,28,18.8,23,0
1303,20170726,27.2,17.2,22.3,0
1304,20170727,28.3,19.3,23.2,0.3
1305,20170728,28.1,20.5,23,25.5
1306,20170729,22.9,17.2,19.8,2.7
1307,20170730,26.2,14.7,20.7,0
1308,20170731,28.6,17.4,23.4,0
1309,20170801,29.7,19.7,23.8,17.9
1310,20170802,29.3,20.7,24.9,0
1311,20170803,30.2,20.2,25.5,0
1312,20170804,30.5,20.5,25.7,0
1313,20170805,25.5,17.8,22.3,0
1314,20170806,27.1,17.3,22,0
1315,20170807,21.9,18.7,20,43.1
1316,20170808,24.6,18.3,20.7,1.8
1317,20170809,26,16,21.1,0
1318,20170810,25.9,18.4,21.9,0
1319,20170811,27,18.2,22,2.3
1320,20170812,27.8,20.5,23.3,3.7
1321,20170813,26.4,19,22.4,0
1322,20170814,23.9,18.7,21.5,0
1323,20170815,26.5,20.1,22.7,2.5
1324,20170816,30.6,21.4,25.6,0
1325,20170817,30.3,21.2,25.4,0
1326,20170818,31.9,22.5,26.2,0.9
1327,20170819,29.9,21.3,25.7,0
1328,20170820,29.7,20.5,24.6,0
1329,20170821,30.9,21.3,25.7,0
1330,20170822,32.6,20.8,27.5,0
1331,20170823,27.1,18.6,23.6,2.2
1332,20170824,24.9,17.7,20.7,0
1333,20170825,25.2,15.6,19.9,0
1334,20170826,25,15.8,19.8,0
1335,20170827,24.7,16.1,19.8,0
1336,20170828,22.4,14,18.1,0
1337,20170829,17.2,13.3,15.5,16.5
1338,20170830,25.7,15.2,19.5,0
1339,20170831,27.8,18.1,22.4,0
1340,20170901,20.7,9.6,14.1,26
1341,20170902,14.1,10.6,12.4,10.5
1342,20170903,24.7,13.8,18.9,0
1343,20170904,26.5,17.7,22.5,0
1344,20170905,28.1,17.8,22.2,8.2
1345,20170906,18.9,13,15.5,29.8
1346,20170907,21,12.1,15.9,0
1347,20170908,22.4,12.1,17.2,0
1348,20170909,20.4,12.1,16.1,0
1349,20170910,19.2,10.5,14.5,0
1350,20170911,18.2,10.8,14.7,0
1351,20170912,22.2,13.6,17.5,4
1352,20170913,24.7,17,20,0.8
1353,20170914,24,18,20.6,0
1354,20170915,25.6,17,20.6,0
1355,20170916,25.3,18.7,21.9,0
